"","Year","Subregion","Site_name","StationID","biomass","n","SiteID","ProjectRegion","Habitat","Reg.Hab","Depth","Depth_group","latDD","lonDD","latDeg","latMin","lonDeg","lonMin"
"440",2015,"LK","Sand Key Deep",813,1635,3,81,"FKNMS","OD","FKNMS _ OD",33,"Mid-deep",24.4517,-81.8798,24,27.102,-81,52.788
"441",2015,"LK","Sand Key Deep",814,1742,3,81,"FKNMS","OD","FKNMS _ OD",30,"Mid-deep",24.4517,-81.8798,24,27.102,-81,52.788
"442",2015,"LK","Sand Key Shallow",611,1226,3,61,"FKNMS","OS","FKNMS _ OS",21,"Mid-shallow",24.452,-81.8775,24,27.12,-81,52.65
"443",2015,"LK","Sand Key Shallow",612,1457,3,61,"FKNMS","OS","FKNMS _ OS",18,"Shallow",24.452,-81.8775,24,27.12,-81,52.65
"444",2015,"LK","Sand Key Shallow",613,1410,3,61,"FKNMS","OS","FKNMS _ OS",18,"Shallow",24.452,-81.8775,24,27.12,-81,52.65
"445",2015,"LK","Sand Key Shallow",614,1129,3,61,"FKNMS","OS","FKNMS _ OS",21,"Mid-shallow",24.452,-81.8775,24,27.12,-81,52.65
"446",2015,"LK","West Washer Women",361,1040,3,36,"FKNMS","P","FKNMS _ P",23,"Mid-shallow",24.5475,-81.5866,24,32.85,-81,35.196
"447",2015,"LK","West Washer Women",362,2585,3,36,"FKNMS","P","FKNMS _ P",25,"Mid-shallow",24.5475,-81.5866,24,32.85,-81,35.196
"448",2015,"LK","West Washer Women",363,949,3,36,"FKNMS","P","FKNMS _ P",24,"Mid-shallow",24.5475,-81.5866,24,32.85,-81,35.196
"449",2015,"LK","West Washer Women",364,777,3,36,"FKNMS","P","FKNMS _ P",22,"Mid-shallow",24.5475,-81.5866,24,32.85,-81,35.196
"450",2015,"LK","Western Sambo Deep",791,1345,3,79,"FKNMS","OD","FKNMS _ OD",40,"Mid-deep",24.478,-81.7171,24,28.68,-81,43.026
"451",2015,"LK","Western Sambo Deep",792,981,3,79,"FKNMS","OD","FKNMS _ OD",40,"Mid-deep",24.478,-81.7171,24,28.68,-81,43.026
"452",2015,"LK","Western Sambo Deep",793,1373,3,79,"FKNMS","OD","FKNMS _ OD",27,"Mid-shallow",24.4796,-81.7142,24,28.776,-81,42.852
"453",2015,"LK","Western Sambo Deep",794,1685,3,79,"FKNMS","OD","FKNMS _ OD",29,"Mid-deep",24.4796,-81.7142,24,28.776,-81,42.852
"454",2015,"LK","Western Sambo Shallow",591,1651,3,59,"FKNMS","OS","FKNMS _ OS",14,"Shallow",24.4796,-81.7176,24,28.776,-81,43.056
"455",2015,"LK","Western Sambo Shallow",592,1682,3,59,"FKNMS","OS","FKNMS _ OS",17,"Shallow",24.4796,-81.7176,24,28.776,-81,43.056
"456",2015,"LK","Western Sambo Shallow",593,1417,3,59,"FKNMS","OS","FKNMS _ OS",9,"Shallow",24.4798,-81.7158,24,28.788,-81,42.948
"457",2015,"LK","Western Sambo Shallow",594,1240,3,59,"FKNMS","OS","FKNMS _ OS",9,"Shallow",24.4798,-81.7158,24,28.788,-81,42.948
"458",2015,"MK","Alligator Deep",741,1546,3,74,"FKNMS","OD","FKNMS _ OD",37,"Mid-deep",24.8452,-80.6209,24,50.712,-80,37.254
"459",2015,"MK","Alligator Deep",742,1006,3,74,"FKNMS","OD","FKNMS _ OD",38,"Mid-deep",24.8452,-80.6209,24,50.712,-80,37.254
"460",2015,"MK","Alligator Deep",743,1627,3,74,"FKNMS","OD","FKNMS _ OD",38,"Mid-deep",24.8452,-80.6209,24,50.712,-80,37.254
"461",2015,"MK","Alligator Deep",744,1901,3,74,"FKNMS","OD","FKNMS _ OD",36,"Mid-deep",24.8452,-80.6209,24,50.712,-80,37.254
"462",2015,"MK","Alligator Shallow",541,2445,3,54,"FKNMS","OS","FKNMS _ OS",16,"Shallow",24.8457,-80.624,24,50.742,-80,37.44
"463",2015,"MK","Alligator Shallow",542,2659,3,54,"FKNMS","OS","FKNMS _ OS",16,"Shallow",24.8457,-80.624,24,50.742,-80,37.44
"464",2015,"MK","Alligator Shallow",543,2555,3,54,"FKNMS","OS","FKNMS _ OS",10,"Shallow",24.8468,-80.6227,24,50.808,-80,37.362
"465",2015,"MK","Alligator Shallow",544,1804,3,54,"FKNMS","OS","FKNMS _ OS",11,"Shallow",24.8468,-80.6227,24,50.808,-80,37.362
"466",2015,"MK","Dustan Rocks",351,3473,3,35,"FKNMS","P","FKNMS _ P",14,"Shallow",24.6895,-81.0302,24,41.37,-81,1.812
"467",2015,"MK","Dustan Rocks",352,2653,3,35,"FKNMS","P","FKNMS _ P",15,"Shallow",24.6895,-81.0302,24,41.37,-81,1.812
"468",2015,"MK","Dustan Rocks",353,1878,3,35,"FKNMS","P","FKNMS _ P",17,"Shallow",24.6895,-81.0302,24,41.37,-81,1.812
"469",2015,"MK","Dustan Rocks",354,3676,3,35,"FKNMS","P","FKNMS _ P",21,"Mid-shallow",24.6895,-81.0302,24,41.37,-81,1.812
"470",2015,"MK","Sombrero Deep",761,753,3,76,"FKNMS","OD","FKNMS _ OD",50,"Deep",24.6223,-81.112,24,37.338,-81,6.72
"471",2015,"MK","Sombrero Deep",762,517,3,76,"FKNMS","OD","FKNMS _ OD",45,"Deep",24.6223,-81.112,24,37.338,-81,6.72
"472",2015,"MK","Sombrero Deep",763,839,3,76,"FKNMS","OD","FKNMS _ OD",47,"Deep",24.6231,-81.1105,24,37.386,-81,6.63
"473",2015,"MK","Sombrero Deep",764,950,3,76,"FKNMS","OD","FKNMS _ OD",48,"Deep",24.6231,-81.1105,24,37.386,-81,6.63
"474",2015,"MK","Sombrero Shallow",561,1280,3,56,"FKNMS","OS","FKNMS _ OS",17,"Shallow",24.6253,-81.1116,24,37.518,-81,6.696
"475",2015,"MK","Sombrero Shallow",562,2418,3,56,"FKNMS","OS","FKNMS _ OS",17,"Shallow",24.6269,-81.1092,24,37.614,-81,6.552
"476",2015,"MK","Sombrero Shallow",563,2011,3,56,"FKNMS","OS","FKNMS _ OS",20,"Shallow",24.6258,-81.1092,24,37.548,-81,6.552
"477",2015,"MK","Sombrero Shallow",564,2775,3,56,"FKNMS","OS","FKNMS _ OS",9,"Shallow",24.6255,-81.1104,24,37.53,-81,6.624
"478",2015,"MK","Tennessee Deep",751,1322,3,75,"FKNMS","OD","FKNMS _ OD",44,"Mid-deep",24.7527,-80.7578,24,45.162,-80,45.468
"479",2015,"MK","Tennessee Deep",752,1467,3,75,"FKNMS","OD","FKNMS _ OD",44,"Mid-deep",24.7527,-80.7578,24,45.162,-80,45.468
"480",2015,"MK","Tennessee Deep",753,1511,3,75,"FKNMS","OD","FKNMS _ OD",44,"Mid-deep",24.7527,-80.7578,24,45.162,-80,45.468
"481",2015,"MK","Tennessee Deep",754,1425,3,75,"FKNMS","OD","FKNMS _ OD",43,"Mid-deep",24.7527,-80.7578,24,45.162,-80,45.468
"482",2015,"MK","Tennessee Shallow",551,2312,3,55,"FKNMS","OS","FKNMS _ OS",21,"Mid-shallow",24.745,-80.7812,24,44.7,-80,46.872
"483",2015,"MK","Tennessee Shallow",552,2964,3,55,"FKNMS","OS","FKNMS _ OS",21,"Mid-shallow",24.745,-80.7812,24,44.7,-80,46.872
"484",2015,"MK","Tennessee Shallow",553,2496,3,55,"FKNMS","OS","FKNMS _ OS",21,"Mid-shallow",24.745,-80.7812,24,44.7,-80,46.872
"485",2015,"MK","Tennessee Shallow",554,2913,3,55,"FKNMS","OS","FKNMS _ OS",21,"Mid-shallow",24.745,-80.7812,24,44.7,-80,46.872
"486",2015,"MK","West Turtle Shoal",341,1258,3,34,"FKNMS","P","FKNMS _ P",22,"Mid-shallow",24.6993,-80.9669,24,41.958,-80,58.014
"487",2015,"MK","West Turtle Shoal",342,3280,3,34,"FKNMS","P","FKNMS _ P",22,"Mid-shallow",24.6993,-80.9669,24,41.958,-80,58.014
"488",2015,"MK","West Turtle Shoal",343,2264,3,34,"FKNMS","P","FKNMS _ P",24,"Mid-shallow",24.6993,-80.9669,24,41.958,-80,58.014
"489",2015,"MK","West Turtle Shoal",344,3241,3,34,"FKNMS","P","FKNMS _ P",22,"Mid-shallow",24.6993,-80.9669,24,41.958,-80,58.014
"490",2015,"PBC","Palm Beach 2",851,1344,3,85,"SECREMP","Outer","SECREMP _ Outer",55,"Deep",26.6785,-80.0182,26,40.71,-80,1.092
"491",2015,"PBC","Palm Beach 2",852,2267,3,85,"SECREMP","Outer","SECREMP _ Outer",55,"Deep",26.6785,-80.0182,26,40.71,-80,1.092
"492",2015,"PBC","Palm Beach 2",853,998,3,85,"SECREMP","Outer","SECREMP _ Outer",55,"Deep",26.6785,-80.0182,26,40.71,-80,1.092
"493",2015,"PBC","Palm Beach 2",854,967,3,85,"SECREMP","Outer","SECREMP _ Outer",55,"Deep",26.6785,-80.0182,26,40.71,-80,1.092
"494",2015,"PBC","Palm Beach 3",861,1029,3,86,"SECREMP","Outer","SECREMP _ Outer",55,"Deep",26.7104,-80.0158,26,42.624,-80,0.948
"495",2015,"PBC","Palm Beach 3",862,824,3,86,"SECREMP","Outer","SECREMP _ Outer",55,"Deep",26.7104,-80.0158,26,42.624,-80,0.948
"496",2015,"PBC","Palm Beach 3",863,1099,3,86,"SECREMP","Outer","SECREMP _ Outer",55,"Deep",26.7104,-80.0158,26,42.624,-80,0.948
"497",2015,"PBC","Palm Beach 3",864,936,3,86,"SECREMP","Outer","SECREMP _ Outer",55,"Deep",26.7104,-80.0158,26,42.624,-80,0.948
"498",2015,"PBC","Palm Beach 4",971,997,3,97,"SECREMP","Outer","SECREMP _ Outer",55,"Deep",26.4878,-80.03908333,26,29.268,-80,2.345
"499",2015,"PBC","Palm Beach 4",972,1068,3,97,"SECREMP","Outer","SECREMP _ Outer",55,"Deep",26.4878,-80.03908333,26,29.268,-80,2.345
"500",2015,"PBC","Palm Beach 4",973,744,3,97,"SECREMP","Outer","SECREMP _ Outer",55,"Deep",26.4878,-80.03908333,26,29.268,-80,2.345
"501",2015,"PBC","Palm Beach 4",974,1254,3,97,"SECREMP","Outer","SECREMP _ Outer",55,"Deep",26.4878,-80.03908333,26,29.268,-80,2.345
"502",2015,"PBC","Palm Beach 5",981,1092,3,98,"SECREMP","Outer","SECREMP _ Outer",55,"Deep",26.4417,-80.04743333,26,26.502,-80,2.846
"503",2015,"PBC","Palm Beach 5",982,1640,3,98,"SECREMP","Outer","SECREMP _ Outer",55,"Deep",26.4417,-80.04743333,26,26.502,-80,2.846
"504",2015,"PBC","Palm Beach 5",983,1340,3,98,"SECREMP","Outer","SECREMP _ Outer",55,"Deep",26.4417,-80.04743333,26,26.502,-80,2.846
"505",2015,"PBC","Palm Beach 5",984,1399,3,98,"SECREMP","Outer","SECREMP _ Outer",55,"Deep",26.4417,-80.04743333,26,26.502,-80,2.846
"506",2015,"UK","Admiral",331,2798,3,33,"FKNMS","P","FKNMS _ P",6,"Shallow",25.0447,-80.3948,25,2.682,-80,23.688
"507",2015,"UK","Admiral",332,1532,3,33,"FKNMS","P","FKNMS _ P",4,"Shallow",25.0447,-80.3948,25,2.682,-80,23.688
"508",2015,"UK","Admiral",333,4443,3,33,"FKNMS","P","FKNMS _ P",5,"Shallow",25.0447,-80.3948,25,2.682,-80,23.688
"509",2015,"UK","Admiral",334,3963,3,33,"FKNMS","P","FKNMS _ P",3,"Shallow",25.0447,-80.3948,25,2.682,-80,23.688
"510",2015,"UK","Carysfort Deep",701,0,3,70,"FKNMS","OD","FKNMS _ OD",52,"Deep",25.2208,-80.2099,25,13.248,-80,12.594
"511",2015,"UK","Carysfort Deep",702,0,3,70,"FKNMS","OD","FKNMS _ OD",53,"Deep",25.2208,-80.2099,25,13.248,-80,12.594
"512",2015,"UK","Carysfort Deep",703,0,3,70,"FKNMS","OD","FKNMS _ OD",47,"Deep",25.2227,-80.2087,25,13.362,-80,12.522
"513",2015,"UK","Carysfort Deep",704,23,3,70,"FKNMS","OD","FKNMS _ OD",44,"Mid-deep",25.2227,-80.2087,25,13.362,-80,12.522
"514",2015,"UK","Carysfort Shallow",501,941,3,50,"FKNMS","OS","FKNMS _ OS",6,"Shallow",25.2201,-80.2105,25,13.206,-80,12.63
"515",2015,"UK","Carysfort Shallow",502,739,3,50,"FKNMS","OS","FKNMS _ OS",8,"Shallow",25.2208,-80.2107,25,13.248,-80,12.642
"516",2015,"UK","Carysfort Shallow",503,1947,3,50,"FKNMS","OS","FKNMS _ OS",8,"Shallow",25.2222,-80.2098,25,13.332,-80,12.588
"517",2015,"UK","Carysfort Shallow",504,4295,3,50,"FKNMS","OS","FKNMS _ OS",12,"Shallow",25.2222,-80.2098,25,13.332,-80,12.588
"518",2015,"UK","Molasses Deep",721,1265,3,72,"FKNMS","OD","FKNMS _ OD",44,"Mid-deep",25.0072,-80.3756,25,0.432,-80,22.536
"519",2015,"UK","Molasses Deep",722,1217,3,72,"FKNMS","OD","FKNMS _ OD",44,"Mid-deep",25.0072,-80.3756,25,0.432,-80,22.536
"520",2015,"UK","Molasses Deep",723,1243,3,72,"FKNMS","OD","FKNMS _ OD",47,"Deep",25.0073,-80.3743,25,0.438,-80,22.458
"521",2015,"UK","Molasses Deep",724,1337,3,72,"FKNMS","OD","FKNMS _ OD",49,"Deep",25.0073,-80.3743,25,0.438,-80,22.458
"522",2015,"UK","Molasses Shallow",521,1278,3,52,"FKNMS","OS","FKNMS _ OS",19,"Shallow",25.0088,-80.3765,25,0.528,-80,22.59
"523",2015,"UK","Molasses Shallow",522,1533,3,52,"FKNMS","OS","FKNMS _ OS",22,"Mid-shallow",25.0091,-80.375,25,0.546,-80,22.5
"524",2015,"UK","Molasses Shallow",523,733,3,52,"FKNMS","OS","FKNMS _ OS",23,"Mid-shallow",25.0088,-80.3744,25,0.528,-80,22.464
"525",2015,"UK","Molasses Shallow",524,945,3,52,"FKNMS","OS","FKNMS _ OS",28,"Mid-deep",25.0097,-80.3745,25,0.582,-80,22.47
"526",2015,"UK","Porter Patch",321,2512,3,32,"FKNMS","P","FKNMS _ P",15,"Shallow",25.1032,-80.3243,25,6.192,-80,19.458
"527",2015,"UK","Porter Patch",322,2406,3,32,"FKNMS","P","FKNMS _ P",14,"Shallow",25.1032,-80.3243,25,6.192,-80,19.458
"528",2015,"UK","Porter Patch",323,1980,3,32,"FKNMS","P","FKNMS _ P",16,"Shallow",25.1032,-80.3243,25,6.192,-80,19.458
"529",2015,"UK","Porter Patch",324,2181,3,32,"FKNMS","P","FKNMS _ P",17,"Shallow",25.1032,-80.3243,25,6.192,-80,19.458
"530",2016,"BC","Broward County 1",871,311,3,87,"SECREMP","Nearshore","SECREMP _ Nearshore",25,"Mid-shallow",26.1479,-80.0959,26,8.874,-80,5.754
"531",2016,"BC","Broward County 1",872,337,3,87,"SECREMP","Nearshore","SECREMP _ Nearshore",25,"Mid-shallow",26.1479,-80.0959,26,8.874,-80,5.754
"532",2016,"BC","Broward County 1",873,135,3,87,"SECREMP","Nearshore","SECREMP _ Nearshore",25,"Mid-shallow",26.1479,-80.0959,26,8.874,-80,5.754
"533",2016,"BC","Broward County 1",874,349,3,87,"SECREMP","Nearshore","SECREMP _ Nearshore",25,"Mid-shallow",26.1479,-80.0959,26,8.874,-80,5.754
"534",2016,"BC","Broward County 2",881,541,3,88,"SECREMP","Middle","SECREMP _ Middle",40,"Mid-deep",26.1599,-80.0825,26,9.594,-80,4.95
"535",2016,"BC","Broward County 2",882,768,3,88,"SECREMP","Middle","SECREMP _ Middle",40,"Mid-deep",26.1599,-80.0825,26,9.594,-80,4.95
"536",2016,"BC","Broward County 2",883,365,3,88,"SECREMP","Middle","SECREMP _ Middle",40,"Mid-deep",26.1599,-80.0825,26,9.594,-80,4.95
"537",2016,"BC","Broward County 2",884,780,3,88,"SECREMP","Middle","SECREMP _ Middle",40,"Mid-deep",26.1599,-80.0825,26,9.594,-80,4.95
"538",2016,"BC","Broward County 3",891,555,3,89,"SECREMP","Outer","SECREMP _ Outer",55,"Deep",26.1586,-80.0773,26,9.516,-80,4.638
"539",2016,"BC","Broward County 3",892,327,3,89,"SECREMP","Outer","SECREMP _ Outer",55,"Deep",26.1586,-80.0773,26,9.516,-80,4.638
"540",2016,"BC","Broward County 3",893,502,3,89,"SECREMP","Outer","SECREMP _ Outer",55,"Deep",26.1586,-80.0773,26,9.516,-80,4.638
"541",2016,"BC","Broward County 3",894,481,3,89,"SECREMP","Outer","SECREMP _ Outer",55,"Deep",26.1586,-80.0773,26,9.516,-80,4.638
"542",2016,"BC","Broward County 4",11,508,3,1,"SECREMP","Inner","SECREMP _ Inner",25,"Mid-shallow",26.1494,-80.0894,26,8.964,-80,5.364
"543",2016,"BC","Broward County 4",12,431,3,1,"SECREMP","Inner","SECREMP _ Inner",25,"Mid-shallow",26.1494,-80.0894,26,8.964,-80,5.364
"544",2016,"BC","Broward County 4",13,417,3,1,"SECREMP","Inner","SECREMP _ Inner",25,"Mid-shallow",26.1494,-80.0894,26,8.964,-80,5.364
"545",2016,"BC","Broward County 4",14,159,3,1,"SECREMP","Inner","SECREMP _ Inner",25,"Mid-shallow",26.1494,-80.0894,26,8.964,-80,5.364
"546",2016,"BC","Broward County 5",21,637,3,2,"SECREMP","Middle","SECREMP _ Middle",45,"Deep",26.3019,-80.0682,26,18.114,-80,4.092
"547",2016,"BC","Broward County 5",22,961,3,2,"SECREMP","Middle","SECREMP _ Middle",45,"Deep",26.3019,-80.0682,26,18.114,-80,4.092
"548",2016,"BC","Broward County 5",23,1021,3,2,"SECREMP","Middle","SECREMP _ Middle",45,"Deep",26.3019,-80.0682,26,18.114,-80,4.092
"549",2016,"BC","Broward County 5",24,338,3,2,"SECREMP","Middle","SECREMP _ Middle",45,"Deep",26.3019,-80.0682,26,18.114,-80,4.092
"550",2016,"BC","Broward County 6",31,806,3,3,"SECREMP","Outer","SECREMP _ Outer",55,"Deep",26.3011,-80.0609,26,18.066,-80,3.654
"551",2016,"BC","Broward County 6",32,1242,3,3,"SECREMP","Outer","SECREMP _ Outer",55,"Deep",26.3011,-80.0609,26,18.066,-80,3.654
"552",2016,"BC","Broward County 6",33,870,3,3,"SECREMP","Outer","SECREMP _ Outer",55,"Deep",26.3011,-80.0609,26,18.066,-80,3.654
"553",2016,"BC","Broward County 6",34,395,3,3,"SECREMP","Outer","SECREMP _ Outer",55,"Deep",26.3011,-80.0609,26,18.066,-80,3.654
"554",2016,"DC","Dade County 1",911,462,3,91,"SECREMP","Inner","SECREMP _ Inner",25,"Mid-shallow",25.8422,-80.104,25,50.532,-80,6.24
"555",2016,"DC","Dade County 1",912,865,3,91,"SECREMP","Inner","SECREMP _ Inner",25,"Mid-shallow",25.8422,-80.104,25,50.532,-80,6.24
"556",2016,"DC","Dade County 1",913,879,3,91,"SECREMP","Inner","SECREMP _ Inner",25,"Mid-shallow",25.8422,-80.104,25,50.532,-80,6.24
"557",2016,"DC","Dade County 1",914,487,3,91,"SECREMP","Inner","SECREMP _ Inner",25,"Mid-shallow",25.8422,-80.104,25,50.532,-80,6.24
"558",2016,"DC","Dade County 2",921,703,3,92,"SECREMP","Middle","SECREMP _ Middle",45,"Deep",25.842,-80.0951,25,50.52,-80,5.706
"559",2016,"DC","Dade County 2",922,893,3,92,"SECREMP","Middle","SECREMP _ Middle",45,"Deep",25.842,-80.0951,25,50.52,-80,5.706
"560",2016,"DC","Dade County 2",923,921,3,92,"SECREMP","Middle","SECREMP _ Middle",45,"Deep",25.842,-80.0951,25,50.52,-80,5.706
"561",2016,"DC","Dade County 2",924,861,3,92,"SECREMP","Middle","SECREMP _ Middle",45,"Deep",25.842,-80.0951,25,50.52,-80,5.706
"562",2016,"DC","Dade County 3",931,817,3,93,"SECREMP","Outer","SECREMP _ Outer",55,"Deep",25.8421,-80.0881,25,50.526,-80,5.286
"563",2016,"DC","Dade County 3",932,536,3,93,"SECREMP","Outer","SECREMP _ Outer",55,"Deep",25.8421,-80.0881,25,50.526,-80,5.286
"564",2016,"DC","Dade County 3",933,723,3,93,"SECREMP","Outer","SECREMP _ Outer",55,"Deep",25.8421,-80.0881,25,50.526,-80,5.286
"565",2016,"DC","Dade County 3",934,250,3,93,"SECREMP","Outer","SECREMP _ Outer",55,"Deep",25.8421,-80.0881,25,50.526,-80,5.286
"566",2016,"DC","Dade County 4",991,855,3,99,"SECREMP","Outer","SECREMP _ Outer",41,"Mid-deep",25.6726,-80.0884,25,40.356,-80,5.304
"567",2016,"DC","Dade County 4",992,563,3,99,"SECREMP","Outer","SECREMP _ Outer",41,"Mid-deep",25.6726,-80.0884,25,40.356,-80,5.304
"568",2016,"DC","Dade County 4",993,921,3,99,"SECREMP","Outer","SECREMP _ Outer",41,"Mid-deep",25.6726,-80.0884,25,40.356,-80,5.304
"569",2016,"DC","Dade County 4",994,793,3,99,"SECREMP","Outer","SECREMP _ Outer",41,"Mid-deep",25.6726,-80.0884,25,40.356,-80,5.304
"570",2016,"DC","Dade County 5",1,1324,3,0,"SECREMP","Inner","SECREMP _ Inner",24,"Mid-shallow",25.6518,-80.0946,25,39.108,-80,5.676
"571",2016,"DC","Dade County 5",2,1273,3,0,"SECREMP","Inner","SECREMP _ Inner",24,"Mid-shallow",25.6518,-80.0946,25,39.108,-80,5.676
"572",2016,"DC","Dade County 5",3,2260,3,0,"SECREMP","Inner","SECREMP _ Inner",24,"Mid-shallow",25.6518,-80.0946,25,39.108,-80,5.676
"573",2016,"DC","Dade County 5",4,1632,3,0,"SECREMP","Inner","SECREMP _ Inner",24,"Mid-shallow",25.6518,-80.0946,25,39.108,-80,5.676
"574",2016,"DC","Dade County 6",41,719,3,4,"SECREMP","Nearshore","SECREMP _ Nearshore",20,"Shallow",25.9516,-80.1091,25,57.096,-80,6.546
"575",2016,"DC","Dade County 6",42,745,3,4,"SECREMP","Nearshore","SECREMP _ Nearshore",20,"Shallow",25.9516,-80.1091,25,57.096,-80,6.546
"576",2016,"DC","Dade County 6",43,770,3,4,"SECREMP","Nearshore","SECREMP _ Nearshore",20,"Shallow",25.9516,-80.1091,25,57.096,-80,6.546
"577",2016,"DC","Dade County 6",44,490,3,4,"SECREMP","Nearshore","SECREMP _ Nearshore",20,"Shallow",25.9516,-80.1091,25,57.096,-80,6.546
"578",2016,"DC","Dade County 7",51,243,3,5,"SECREMP","Middle","SECREMP _ Middle",60,"Deep",25.9585,-80.0938,25,57.51,-80,5.628
"579",2016,"DC","Dade County 7",52,244,3,5,"SECREMP","Middle","SECREMP _ Middle",60,"Deep",25.9585,-80.0938,25,57.51,-80,5.628
"580",2016,"DC","Dade County 7",53,282,3,5,"SECREMP","Middle","SECREMP _ Middle",60,"Deep",25.9585,-80.0938,25,57.51,-80,5.628
"581",2016,"DC","Dade County 7",54,345,3,5,"SECREMP","Middle","SECREMP _ Middle",60,"Deep",25.9585,-80.0938,25,57.51,-80,5.628
"582",2016,"DC","Dade County 8",61,1390,3,6,"SECREMP","Nearshore","SECREMP _ Nearshore",15,"Shallow",25.6785,-80.1186,25,40.71,-80,7.116
"583",2016,"DC","Dade County 8",62,971,3,6,"SECREMP","Nearshore","SECREMP _ Nearshore",15,"Shallow",25.6785,-80.1186,25,40.71,-80,7.116
"584",2016,"DC","Dade County 8",63,742,3,6,"SECREMP","Nearshore","SECREMP _ Nearshore",15,"Shallow",25.6785,-80.1186,25,40.71,-80,7.116
"585",2016,"DC","Dade County 8",64,625,3,6,"SECREMP","Nearshore","SECREMP _ Nearshore",15,"Shallow",25.6785,-80.1186,25,40.71,-80,7.116
"586",2016,"DT","Bird Key Reef",821,0,3,82,"NPSDT/FKNMS","OD","NPSDT/FKNMS _ OD",45,"Deep",24.6117,-82.8702,24,36.702,-82,52.212
"587",2016,"DT","Bird Key Reef",822,98,3,82,"NPSDT/FKNMS","OD","NPSDT/FKNMS _ OD",40,"Mid-deep",24.6117,-82.8702,24,36.702,-82,52.212
"588",2016,"DT","Bird Key Reef",823,29,3,82,"NPSDT/FKNMS","OD","NPSDT/FKNMS _ OD",43,"Mid-deep",24.6117,-82.8702,24,36.702,-82,52.212
"589",2016,"DT","Bird Key Reef",824,76,3,82,"NPSDT/FKNMS","OD","NPSDT/FKNMS _ OD",45,"Deep",24.6117,-82.8702,24,36.702,-82,52.212
"590",2016,"DT","Black Coral Rock",831,982,3,83,"FKNMS","OD","FKNMS _ OD",71,"Deep",24.6993,-83.0022,24,41.958,-83,0.132
"591",2016,"DT","Black Coral Rock",832,256,3,83,"FKNMS","OD","FKNMS _ OD",70,"Deep",24.6993,-83.0022,24,41.958,-83,0.132
"592",2016,"DT","Black Coral Rock",833,149,3,83,"FKNMS","OD","FKNMS _ OD",71,"Deep",24.6993,-83.0022,24,41.958,-83,0.132
"593",2016,"DT","Black Coral Rock",834,923,3,83,"FKNMS","OD","FKNMS _ OD",71,"Deep",24.6993,-83.0022,24,41.958,-83,0.132
"594",2016,"DT","Mayer's Peak",451,2440,3,45,"NPSDT","P","NPSDT _ P",31,"Mid-deep",24.608,-82.944,24,36.48,-82,56.64
"595",2016,"DT","Mayer's Peak",452,3364,3,45,"NPSDT","P","NPSDT _ P",32,"Mid-deep",24.608,-82.944,24,36.48,-82,56.64
"596",2016,"DT","Mayer's Peak",453,2338,3,45,"NPSDT","P","NPSDT _ P",30,"Mid-deep",24.608,-82.944,24,36.48,-82,56.64
"597",2016,"DT","Mayer's Peak",454,2723,3,45,"NPSDT","P","NPSDT _ P",29,"Mid-deep",24.608,-82.944,24,36.48,-82,56.64
"598",2016,"DT","Prolifera Patch",431,284,3,43,"NPSDT","P","NPSDT _ P",7,"Shallow",24.6206,-82.8696,24,37.236,-82,52.176
"599",2016,"DT","Prolifera Patch",432,397,3,43,"NPSDT","P","NPSDT _ P",5,"Shallow",24.6206,-82.8696,24,37.236,-82,52.176
"600",2016,"DT","Prolifera Patch",433,676,3,43,"NPSDT","P","NPSDT _ P",7,"Shallow",24.6206,-82.8696,24,37.236,-82,52.176
"601",2016,"DT","Temptation Rock",441,1096,3,44,"NPSDT","P","NPSDT _ P",23,"Mid-shallow",24.6431,-82.9307,24,38.586,-82,55.842
"602",2016,"DT","Temptation Rock",442,961,3,44,"NPSDT","P","NPSDT _ P",22,"Mid-shallow",24.6431,-82.9307,24,38.586,-82,55.842
"603",2016,"DT","Temptation Rock",443,1444,3,44,"NPSDT","P","NPSDT _ P",21,"Mid-shallow",24.6431,-82.9307,24,38.586,-82,55.842
"604",2016,"DT","Temptation Rock",444,814,3,44,"NPSDT","P","NPSDT _ P",28,"Mid-deep",24.6431,-82.9307,24,38.586,-82,55.842
"605",2016,"DT","The Maze",271,1191,3,27,"NPSDT","P","NPSDT _ P",42,"Mid-deep",24.609,-82.9496,24,36.54,-82,56.976
"606",2016,"DT","The Maze",272,821,3,27,"NPSDT","P","NPSDT _ P",38,"Mid-deep",24.609,-82.9496,24,36.54,-82,56.976
"607",2016,"DT","The Maze",273,434,3,27,"NPSDT","P","NPSDT _ P",41,"Mid-deep",24.609,-82.9496,24,36.54,-82,56.976
"608",2016,"DT","The Maze",274,928,3,27,"NPSDT","P","NPSDT _ P",30,"Mid-deep",24.609,-82.9496,24,36.54,-82,56.976
"609",2016,"DT","White Shoal",411,482,3,41,"NPSDT/FKNMS","P","NPSDT/FKNMS _ P",29,"Mid-deep",24.6414,-82.8962,24,38.484,-82,53.772
"610",2016,"DT","White Shoal",412,377,3,41,"NPSDT/FKNMS","P","NPSDT/FKNMS _ P",24,"Mid-shallow",24.6414,-82.8962,24,38.484,-82,53.772
"611",2016,"DT","White Shoal",413,413,3,41,"NPSDT/FKNMS","P","NPSDT/FKNMS _ P",18,"Shallow",24.6414,-82.8962,24,38.484,-82,53.772
