"Year","Date.x","Subregion","Habitat","SiteID","Site_name","StationID","SPP_Code","sciName","density","mean_height","sd","biomass","n","ProjectRegion","Site.Code","Depth","latDD","lonDD","latDeg","latMin","lonDeg","lonMin"
2016,"6/9/2016","DT","P",44,"Temptation Rock",444,"PPOR","Pseudoplexaura_porosa",0,NA,NA,NA,NA,"NPSDT","1P4",28,24.6431,-82.9307,24,38.586,-82,55.842
2016,"6/9/2016","DT","P",44,"Temptation Rock",444,"TOCT","Total_Octocorals",2.7,NA,NA,NA,NA,"NPSDT","1P4",28,24.6431,-82.9307,24,38.586,-82,55.842
2016,"6/10/2016","DT","P",45,"Mayer's Peak",451,"GVEN","Gorgonia_ventalina",0.6,13.3333333333333,5.20256347070045,80,6,"NPSDT","1P5",31,24.608,-82.944,24,36.48,-82,56.64
2016,"6/10/2016","DT","P",45,"Mayer's Peak",451,"AAME","Antillogorgia_americana",3.5,34.5428571428571,21.7949573999865,1209,35,"NPSDT","1P5",31,24.608,-82.944,24,36.48,-82,56.64
2016,"6/10/2016","DT","P",45,"Mayer's Peak",451,"EFLE","Eunicea_flexuosa",4.7,24.4893617021277,20.8992119057004,1151,47,"NPSDT","1P5",31,24.608,-82.944,24,36.48,-82,56.64
2016,"6/10/2016","DT","P",45,"Mayer's Peak",451,"ABIP","Antillogorgia_bipinnata",0.2,48,38.1837661840736,96,2,"NPSDT","1P5",31,24.608,-82.944,24,36.48,-82,56.64
2016,"6/10/2016","DT","P",45,"Mayer's Peak",451,"PPOR","Pseudoplexaura_porosa",0.1,NA,NA,NA,NA,"NPSDT","1P5",31,24.608,-82.944,24,36.48,-82,56.64
2016,"6/10/2016","DT","P",45,"Mayer's Peak",451,"TOCT","Total_Octocorals",16.6,NA,NA,NA,NA,"NPSDT","1P5",31,24.608,-82.944,24,36.48,-82,56.64
2016,"6/10/2016","DT","P",45,"Mayer's Peak",452,"GVEN","Gorgonia_ventalina",1.3,14.6153846153846,10.5240871459909,190,13,"NPSDT","1P5",32,24.608,-82.944,24,36.48,-82,56.64
2016,"6/10/2016","DT","P",45,"Mayer's Peak",452,"AAME","Antillogorgia_americana",4.6,46.2608695652174,23.2076948758224,2128,46,"NPSDT","1P5",32,24.608,-82.944,24,36.48,-82,56.64
2016,"6/10/2016","DT","P",45,"Mayer's Peak",452,"EFLE","Eunicea_flexuosa",4.9,21.3469387755102,15.7209401494845,1046,49,"NPSDT","1P5",32,24.608,-82.944,24,36.48,-82,56.64
2016,"6/10/2016","DT","P",45,"Mayer's Peak",452,"ABIP","Antillogorgia_bipinnata",0,NA,NA,NA,NA,"NPSDT","1P5",32,24.608,-82.944,24,36.48,-82,56.64
2016,"6/10/2016","DT","P",45,"Mayer's Peak",452,"PPOR","Pseudoplexaura_porosa",1.4,NA,NA,NA,NA,"NPSDT","1P5",32,24.608,-82.944,24,36.48,-82,56.64
2016,"6/10/2016","DT","P",45,"Mayer's Peak",452,"TOCT","Total_Octocorals",32.9,NA,NA,NA,NA,"NPSDT","1P5",32,24.608,-82.944,24,36.48,-82,56.64
2016,"6/10/2016","DT","P",45,"Mayer's Peak",453,"GVEN","Gorgonia_ventalina",2.2,22.5,12.7232445697217,495,22,"NPSDT","1P5",30,24.608,-82.944,24,36.48,-82,56.64
2016,"6/10/2016","DT","P",45,"Mayer's Peak",453,"AAME","Antillogorgia_americana",2.6,44.5769230769231,24.4101177005324,1159,26,"NPSDT","1P5",30,24.608,-82.944,24,36.48,-82,56.64
2016,"6/10/2016","DT","P",45,"Mayer's Peak",453,"EFLE","Eunicea_flexuosa",1.9,36,23.8700183866242,684,19,"NPSDT","1P5",30,24.608,-82.944,24,36.48,-82,56.64
2016,"6/10/2016","DT","P",45,"Mayer's Peak",453,"ABIP","Antillogorgia_bipinnata",0.2,11,4.24264068711928,22,2,"NPSDT","1P5",30,24.608,-82.944,24,36.48,-82,56.64
2016,"6/10/2016","DT","P",45,"Mayer's Peak",453,"PPOR","Pseudoplexaura_porosa",0,NA,NA,NA,NA,"NPSDT","1P5",30,24.608,-82.944,24,36.48,-82,56.64
2016,"6/10/2016","DT","P",45,"Mayer's Peak",453,"TOCT","Total_Octocorals",21.9,NA,NA,NA,NA,"NPSDT","1P5",30,24.608,-82.944,24,36.48,-82,56.64
2016,"6/10/2016","DT","P",45,"Mayer's Peak",454,"GVEN","Gorgonia_ventalina",2.3,20.3478260869565,17.4163160065815,468,23,"NPSDT","1P5",29,24.608,-82.944,24,36.48,-82,56.64
2016,"6/10/2016","DT","P",45,"Mayer's Peak",454,"AAME","Antillogorgia_americana",3,38.0666666666667,22.0108646109039,1142,30,"NPSDT","1P5",29,24.608,-82.944,24,36.48,-82,56.64
2016,"6/10/2016","DT","P",45,"Mayer's Peak",454,"EFLE","Eunicea_flexuosa",4.3,25.8837209302326,18.4083434788291,1113,43,"NPSDT","1P5",29,24.608,-82.944,24,36.48,-82,56.64
2016,"6/10/2016","DT","P",45,"Mayer's Peak",454,"ABIP","Antillogorgia_bipinnata",2.4,21.0833333333333,11.1663962761986,506,24,"NPSDT","1P5",29,24.608,-82.944,24,36.48,-82,56.64
2016,"6/10/2016","DT","P",45,"Mayer's Peak",454,"PPOR","Pseudoplexaura_porosa",0.8,NA,NA,NA,NA,"NPSDT","1P5",29,24.608,-82.944,24,36.48,-82,56.64
2016,"6/10/2016","DT","P",45,"Mayer's Peak",454,"TOCT","Total_Octocorals",27.6,NA,NA,NA,NA,"NPSDT","1P5",29,24.608,-82.944,24,36.48,-82,56.64
2016,"6/12/2016","DT","P",46,"Loggerhead Patch",461,"GVEN","Gorgonia_ventalina",0.2,20,9.89949493661167,40,2,"NPSDT","1P6",7,24.635,-82.9163,24,38.1,-82,54.978
2016,"6/12/2016","DT","P",46,"Loggerhead Patch",461,"AAME","Antillogorgia_americana",0.4,26.75,13.6473440639562,107,4,"NPSDT","1P6",7,24.635,-82.9163,24,38.1,-82,54.978
2016,"6/12/2016","DT","P",46,"Loggerhead Patch",461,"EFLE","Eunicea_flexuosa",0.2,25,11.3137084989848,50,2,"NPSDT","1P6",7,24.635,-82.9163,24,38.1,-82,54.978
2016,"6/12/2016","DT","P",46,"Loggerhead Patch",461,"ABIP","Antillogorgia_bipinnata",0,NA,NA,NA,NA,"NPSDT","1P6",7,24.635,-82.9163,24,38.1,-82,54.978
2016,"6/12/2016","DT","P",46,"Loggerhead Patch",461,"PPOR","Pseudoplexaura_porosa",0,NA,NA,NA,NA,"NPSDT","1P6",7,24.635,-82.9163,24,38.1,-82,54.978
2016,"6/12/2016","DT","P",46,"Loggerhead Patch",461,"TOCT","Total_Octocorals",1.3,NA,NA,NA,NA,"NPSDT","1P6",7,24.635,-82.9163,24,38.1,-82,54.978
2016,"6/12/2016","DT","P",46,"Loggerhead Patch",462,"GVEN","Gorgonia_ventalina",0.1,15,NA,15,1,"NPSDT","1P6",6,24.635,-82.9163,24,38.1,-82,54.978
2016,"6/12/2016","DT","P",46,"Loggerhead Patch",462,"AAME","Antillogorgia_americana",0.3,23,15.1327459504216,69,3,"NPSDT","1P6",6,24.635,-82.9163,24,38.1,-82,54.978
2016,"6/12/2016","DT","P",46,"Loggerhead Patch",462,"EFLE","Eunicea_flexuosa",0,NA,NA,NA,NA,"NPSDT","1P6",6,24.635,-82.9163,24,38.1,-82,54.978
2016,"6/12/2016","DT","P",46,"Loggerhead Patch",462,"ABIP","Antillogorgia_bipinnata",0,NA,NA,NA,NA,"NPSDT","1P6",6,24.635,-82.9163,24,38.1,-82,54.978
2016,"6/12/2016","DT","P",46,"Loggerhead Patch",462,"PPOR","Pseudoplexaura_porosa",0.2,NA,NA,NA,NA,"NPSDT","1P6",6,24.635,-82.9163,24,38.1,-82,54.978
2016,"6/12/2016","DT","P",46,"Loggerhead Patch",462,"TOCT","Total_Octocorals",1.2,NA,NA,NA,NA,"NPSDT","1P6",6,24.635,-82.9163,24,38.1,-82,54.978
2016,"6/12/2016","DT","OD",82,"Bird Key Reef",821,"GVEN","Gorgonia_ventalina",0,NA,NA,NA,NA,"NPSDT/FKNMS","1D1",45,24.6117,-82.8702,24,36.702,-82,52.212
2016,"6/12/2016","DT","OD",82,"Bird Key Reef",821,"AAME","Antillogorgia_americana",0,NA,NA,NA,NA,"NPSDT/FKNMS","1D1",45,24.6117,-82.8702,24,36.702,-82,52.212
2016,"6/12/2016","DT","OD",82,"Bird Key Reef",821,"EFLE","Eunicea_flexuosa",0,NA,NA,NA,NA,"NPSDT/FKNMS","1D1",45,24.6117,-82.8702,24,36.702,-82,52.212
2016,"6/12/2016","DT","OD",82,"Bird Key Reef",821,"ABIP","Antillogorgia_bipinnata",9.3,20.6344086021505,14.8234427631697,1919,93,"NPSDT/FKNMS","1D1",45,24.6117,-82.8702,24,36.702,-82,52.212
2016,"6/12/2016","DT","OD",82,"Bird Key Reef",821,"PPOR","Pseudoplexaura_porosa",0,NA,NA,NA,NA,"NPSDT/FKNMS","1D1",45,24.6117,-82.8702,24,36.702,-82,52.212
2016,"6/12/2016","DT","OD",82,"Bird Key Reef",821,"TOCT","Total_Octocorals",11.7,NA,NA,NA,NA,"NPSDT/FKNMS","1D1",45,24.6117,-82.8702,24,36.702,-82,52.212
2016,"6/12/2016","DT","OD",82,"Bird Key Reef",822,"GVEN","Gorgonia_ventalina",0.1,45,NA,45,1,"NPSDT/FKNMS","1D1",40,24.6117,-82.8702,24,36.702,-82,52.212
2016,"6/12/2016","DT","OD",82,"Bird Key Reef",822,"AAME","Antillogorgia_americana",0.2,26.5,23.3345237791561,53,2,"NPSDT/FKNMS","1D1",40,24.6117,-82.8702,24,36.702,-82,52.212
2016,"6/12/2016","DT","OD",82,"Bird Key Reef",822,"EFLE","Eunicea_flexuosa",0,NA,NA,NA,NA,"NPSDT/FKNMS","1D1",40,24.6117,-82.8702,24,36.702,-82,52.212
2016,"6/12/2016","DT","OD",82,"Bird Key Reef",822,"ABIP","Antillogorgia_bipinnata",11.1,27.1351351351351,16.5927073173107,3012,111,"NPSDT/FKNMS","1D1",40,24.6117,-82.8702,24,36.702,-82,52.212
2016,"6/12/2016","DT","OD",82,"Bird Key Reef",822,"PPOR","Pseudoplexaura_porosa",0,NA,NA,NA,NA,"NPSDT/FKNMS","1D1",40,24.6117,-82.8702,24,36.702,-82,52.212
2016,"6/12/2016","DT","OD",82,"Bird Key Reef",822,"TOCT","Total_Octocorals",11.8,NA,NA,NA,NA,"NPSDT/FKNMS","1D1",40,24.6117,-82.8702,24,36.702,-82,52.212
2016,"6/12/2016","DT","OD",82,"Bird Key Reef",823,"GVEN","Gorgonia_ventalina",0.2,7.5,0.707106781186548,15,2,"NPSDT/FKNMS","1D1",43,24.6117,-82.8702,24,36.702,-82,52.212
2016,"6/12/2016","DT","OD",82,"Bird Key Reef",823,"AAME","Antillogorgia_americana",0.1,5,NA,5,1,"NPSDT/FKNMS","1D1",43,24.6117,-82.8702,24,36.702,-82,52.212
2016,"6/12/2016","DT","OD",82,"Bird Key Reef",823,"EFLE","Eunicea_flexuosa",0.1,9,NA,9,1,"NPSDT/FKNMS","1D1",43,24.6117,-82.8702,24,36.702,-82,52.212
2016,"6/12/2016","DT","OD",82,"Bird Key Reef",823,"ABIP","Antillogorgia_bipinnata",25.3,17.4071146245059,12.8537356674947,4404,253,"NPSDT/FKNMS","1D1",43,24.6117,-82.8702,24,36.702,-82,52.212
2016,"6/12/2016","DT","OD",82,"Bird Key Reef",823,"PPOR","Pseudoplexaura_porosa",0,NA,NA,NA,NA,"NPSDT/FKNMS","1D1",43,24.6117,-82.8702,24,36.702,-82,52.212
2016,"6/12/2016","DT","OD",82,"Bird Key Reef",823,"TOCT","Total_Octocorals",26,NA,NA,NA,NA,"NPSDT/FKNMS","1D1",43,24.6117,-82.8702,24,36.702,-82,52.212
2016,"6/12/2016","DT","OD",82,"Bird Key Reef",824,"GVEN","Gorgonia_ventalina",0.4,13.75,15.5214904782584,55,4,"NPSDT/FKNMS","1D1",45,24.6117,-82.8702,24,36.702,-82,52.212
2016,"6/12/2016","DT","OD",82,"Bird Key Reef",824,"AAME","Antillogorgia_americana",0.1,21,NA,21,1,"NPSDT/FKNMS","1D1",45,24.6117,-82.8702,24,36.702,-82,52.212
2016,"6/12/2016","DT","OD",82,"Bird Key Reef",824,"EFLE","Eunicea_flexuosa",0,NA,NA,NA,NA,"NPSDT/FKNMS","1D1",45,24.6117,-82.8702,24,36.702,-82,52.212
2016,"6/12/2016","DT","OD",82,"Bird Key Reef",824,"ABIP","Antillogorgia_bipinnata",32.4,16.8395061728395,13.935238794177,5456,324,"NPSDT/FKNMS","1D1",45,24.6117,-82.8702,24,36.702,-82,52.212
2016,"6/12/2016","DT","OD",82,"Bird Key Reef",824,"PPOR","Pseudoplexaura_porosa",0,NA,NA,NA,NA,"NPSDT/FKNMS","1D1",45,24.6117,-82.8702,24,36.702,-82,52.212
2016,"6/12/2016","DT","OD",82,"Bird Key Reef",824,"TOCT","Total_Octocorals",33.8,NA,NA,NA,NA,"NPSDT/FKNMS","1D1",45,24.6117,-82.8702,24,36.702,-82,52.212
2016,"6/11/2016","DT","OD",83,"Black Coral Rock",831,"GVEN","Gorgonia_ventalina",0.2,31.5,4.94974746830583,63,2,"FKNMS","1D2",71,24.6993,-83.0022,24,41.958,-83,0.132
2016,"6/11/2016","DT","OD",83,"Black Coral Rock",831,"AAME","Antillogorgia_americana",1.9,48.3684210526316,29.5469692491948,919,19,"FKNMS","1D2",71,24.6993,-83.0022,24,41.958,-83,0.132
2016,"6/11/2016","DT","OD",83,"Black Coral Rock",831,"EFLE","Eunicea_flexuosa",0,NA,NA,NA,NA,"FKNMS","1D2",71,24.6993,-83.0022,24,41.958,-83,0.132
2016,"6/11/2016","DT","OD",83,"Black Coral Rock",831,"ABIP","Antillogorgia_bipinnata",2.9,24.7931034482759,10.3798544936981,719,29,"FKNMS","1D2",71,24.6993,-83.0022,24,41.958,-83,0.132
2016,"6/11/2016","DT","OD",83,"Black Coral Rock",831,"PPOR","Pseudoplexaura_porosa",0,NA,NA,NA,NA,"FKNMS","1D2",71,24.6993,-83.0022,24,41.958,-83,0.132
2016,"6/11/2016","DT","OD",83,"Black Coral Rock",831,"TOCT","Total_Octocorals",7.2,NA,NA,NA,NA,"FKNMS","1D2",71,24.6993,-83.0022,24,41.958,-83,0.132
2016,"6/11/2016","DT","OD",83,"Black Coral Rock",832,"GVEN","Gorgonia_ventalina",0.1,19,NA,19,1,"FKNMS","1D2",70,24.6993,-83.0022,24,41.958,-83,0.132
2016,"6/11/2016","DT","OD",83,"Black Coral Rock",832,"AAME","Antillogorgia_americana",0.5,47.4,19.8695747312317,237,5,"FKNMS","1D2",70,24.6993,-83.0022,24,41.958,-83,0.132
2016,"6/11/2016","DT","OD",83,"Black Coral Rock",832,"EFLE","Eunicea_flexuosa",0,NA,NA,NA,NA,"FKNMS","1D2",70,24.6993,-83.0022,24,41.958,-83,0.132
2016,"6/11/2016","DT","OD",83,"Black Coral Rock",832,"ABIP","Antillogorgia_bipinnata",3.6,26.9722222222222,12.4705048840651,971,36,"FKNMS","1D2",70,24.6993,-83.0022,24,41.958,-83,0.132
2016,"6/11/2016","DT","OD",83,"Black Coral Rock",832,"PPOR","Pseudoplexaura_porosa",0,NA,NA,NA,NA,"FKNMS","1D2",70,24.6993,-83.0022,24,41.958,-83,0.132
2016,"6/11/2016","DT","OD",83,"Black Coral Rock",832,"TOCT","Total_Octocorals",6.5,NA,NA,NA,NA,"FKNMS","1D2",70,24.6993,-83.0022,24,41.958,-83,0.132
2016,"6/11/2016","DT","OD",83,"Black Coral Rock",833,"GVEN","Gorgonia_ventalina",0.1,30,NA,30,1,"FKNMS","1D2",71,24.6993,-83.0022,24,41.958,-83,0.132
2016,"6/11/2016","DT","OD",83,"Black Coral Rock",833,"AAME","Antillogorgia_americana",0.3,39.6666666666667,35.9212100761282,119,3,"FKNMS","1D2",71,24.6993,-83.0022,24,41.958,-83,0.132
2016,"6/11/2016","DT","OD",83,"Black Coral Rock",833,"EFLE","Eunicea_flexuosa",0,NA,NA,NA,NA,"FKNMS","1D2",71,24.6993,-83.0022,24,41.958,-83,0.132
2016,"6/11/2016","DT","OD",83,"Black Coral Rock",833,"ABIP","Antillogorgia_bipinnata",5.8,29.9655172413793,15.4544781646551,1738,58,"FKNMS","1D2",71,24.6993,-83.0022,24,41.958,-83,0.132
2016,"6/11/2016","DT","OD",83,"Black Coral Rock",833,"PPOR","Pseudoplexaura_porosa",0,NA,NA,NA,NA,"FKNMS","1D2",71,24.6993,-83.0022,24,41.958,-83,0.132
2016,"6/11/2016","DT","OD",83,"Black Coral Rock",833,"TOCT","Total_Octocorals",6.4,NA,NA,NA,NA,"FKNMS","1D2",71,24.6993,-83.0022,24,41.958,-83,0.132
2016,"6/11/2016","DT","OD",83,"Black Coral Rock",834,"GVEN","Gorgonia_ventalina",0,NA,NA,NA,NA,"FKNMS","1D2",71,24.6993,-83.0022,24,41.958,-83,0.132
2016,"6/11/2016","DT","OD",83,"Black Coral Rock",834,"AAME","Antillogorgia_americana",2,46.15,26.7173805050688,923,20,"FKNMS","1D2",71,24.6993,-83.0022,24,41.958,-83,0.132
2016,"6/11/2016","DT","OD",83,"Black Coral Rock",834,"EFLE","Eunicea_flexuosa",0,NA,NA,NA,NA,"FKNMS","1D2",71,24.6993,-83.0022,24,41.958,-83,0.132
2016,"6/11/2016","DT","OD",83,"Black Coral Rock",834,"ABIP","Antillogorgia_bipinnata",4.7,14.9574468085106,12.973145250375,703,47,"FKNMS","1D2",71,24.6993,-83.0022,24,41.958,-83,0.132
2016,"6/11/2016","DT","OD",83,"Black Coral Rock",834,"PPOR","Pseudoplexaura_porosa",0,NA,NA,NA,NA,"FKNMS","1D2",71,24.6993,-83.0022,24,41.958,-83,0.132
2016,"6/11/2016","DT","OD",83,"Black Coral Rock",834,"TOCT","Total_Octocorals",7.2,NA,NA,NA,NA,"FKNMS","1D2",71,24.6993,-83.0022,24,41.958,-83,0.132
2017,"6/14/2017","DT","P",27,"The Maze",271,"GVEN","Gorgonia_ventalina",0.7,20.4285714285714,18.7248243681763,143,7,"NPSDT","1PA",42,24.609,-82.9496,24,36.54,-82,56.976
2017,"6/14/2017","DT","P",27,"The Maze",271,"AAME","Antillogorgia_americana",1.9,42.7368421052632,18.6513094722392,812,19,"NPSDT","1PA",42,24.609,-82.9496,24,36.54,-82,56.976
2017,"6/14/2017","DT","P",27,"The Maze",271,"EFLE","Eunicea_flexuosa",0.6,25.6666666666667,11.8265238623472,154,6,"NPSDT","1PA",42,24.609,-82.9496,24,36.54,-82,56.976
2017,"6/14/2017","DT","P",27,"The Maze",271,"ABIP","Antillogorgia_bipinnata",0,NA,NA,NA,NA,"NPSDT","1PA",42,24.609,-82.9496,24,36.54,-82,56.976
2017,"6/14/2017","DT","P",27,"The Maze",271,"PPOR","Pseudoplexaura_porosa",0,NA,NA,NA,NA,"NPSDT","1PA",42,24.609,-82.9496,24,36.54,-82,56.976
2017,"6/14/2017","DT","P",27,"The Maze",271,"TOCT","Total_Octocorals",10.2,NA,NA,NA,NA,"NPSDT","1PA",42,24.609,-82.9496,24,36.54,-82,56.976
2017,"6/14/2017","DT","P",27,"The Maze",272,"GVEN","Gorgonia_ventalina",0.3,19,6.08276253029822,57,3,"NPSDT","1PA",38,24.609,-82.9496,24,36.54,-82,56.976
2017,"6/14/2017","DT","P",27,"The Maze",272,"AAME","Antillogorgia_americana",0.8,49.375,13.5112387081485,395,8,"NPSDT","1PA",38,24.609,-82.9496,24,36.54,-82,56.976
2017,"6/14/2017","DT","P",27,"The Maze",272,"EFLE","Eunicea_flexuosa",0.5,39,9.02773504263389,195,5,"NPSDT","1PA",38,24.609,-82.9496,24,36.54,-82,56.976
2017,"6/14/2017","DT","P",27,"The Maze",272,"ABIP","Antillogorgia_bipinnata",0.5,15.8,3.70135110466435,79,5,"NPSDT","1PA",38,24.609,-82.9496,24,36.54,-82,56.976
2017,"6/14/2017","DT","P",27,"The Maze",272,"PPOR","Pseudoplexaura_porosa",0,NA,NA,NA,NA,"NPSDT","1PA",38,24.609,-82.9496,24,36.54,-82,56.976
2017,"6/14/2017","DT","P",27,"The Maze",272,"TOCT","Total_Octocorals",6.8,NA,NA,NA,NA,"NPSDT","1PA",38,24.609,-82.9496,24,36.54,-82,56.976
2017,"6/14/2017","DT","P",27,"The Maze",273,"GVEN","Gorgonia_ventalina",0.1,18,NA,18,1,"NPSDT","1PA",41,24.609,-82.9496,24,36.54,-82,56.976
2017,"6/14/2017","DT","P",27,"The Maze",273,"AAME","Antillogorgia_americana",0.7,54.2857142857143,20.7019667802706,380,7,"NPSDT","1PA",41,24.609,-82.9496,24,36.54,-82,56.976
2017,"6/14/2017","DT","P",27,"The Maze",273,"EFLE","Eunicea_flexuosa",0.5,23.8,14.3422452914458,119,5,"NPSDT","1PA",41,24.609,-82.9496,24,36.54,-82,56.976
2017,"6/14/2017","DT","P",27,"The Maze",273,"ABIP","Antillogorgia_bipinnata",0,NA,NA,NA,NA,"NPSDT","1PA",41,24.609,-82.9496,24,36.54,-82,56.976
2017,"6/14/2017","DT","P",27,"The Maze",273,"PPOR","Pseudoplexaura_porosa",0,NA,NA,NA,NA,"NPSDT","1PA",41,24.609,-82.9496,24,36.54,-82,56.976
2017,"6/14/2017","DT","P",27,"The Maze",273,"TOCT","Total_Octocorals",2.9,NA,NA,NA,NA,"NPSDT","1PA",41,24.609,-82.9496,24,36.54,-82,56.976
2017,"6/14/2017","DT","P",27,"The Maze",274,"GVEN","Gorgonia_ventalina",0.3,11,12.1243556529821,33,3,"NPSDT","1PA",30,24.609,-82.9496,24,36.54,-82,56.976
2017,"6/14/2017","DT","P",27,"The Maze",274,"AAME","Antillogorgia_americana",1.5,38.8,18.0206231063983,582,15,"NPSDT","1PA",30,24.609,-82.9496,24,36.54,-82,56.976
2017,"6/14/2017","DT","P",27,"The Maze",274,"EFLE","Eunicea_flexuosa",1.3,37.3076923076923,20.5157850421922,485,13,"NPSDT","1PA",30,24.609,-82.9496,24,36.54,-82,56.976
2017,"6/14/2017","DT","P",27,"The Maze",274,"ABIP","Antillogorgia_bipinnata",0,NA,NA,NA,NA,"NPSDT","1PA",30,24.609,-82.9496,24,36.54,-82,56.976
2017,"6/14/2017","DT","P",27,"The Maze",274,"PPOR","Pseudoplexaura_porosa",0,NA,NA,NA,NA,"NPSDT","1PA",30,24.609,-82.9496,24,36.54,-82,56.976
2017,"6/14/2017","DT","P",27,"The Maze",274,"TOCT","Total_Octocorals",5.7,NA,NA,NA,NA,"NPSDT","1PA",30,24.609,-82.9496,24,36.54,-82,56.976
2017,"6/13/2017","DT","P",28,"Davis Rock",281,"GVEN","Gorgonia_ventalina",0,NA,NA,NA,NA,"NPSDT","1PB",33,24.6871,-82.9072,24,41.226,-82,54.432
2017,"6/13/2017","DT","P",28,"Davis Rock",281,"AAME","Antillogorgia_americana",0,NA,NA,NA,NA,"NPSDT","1PB",33,24.6871,-82.9072,24,41.226,-82,54.432
2017,"6/13/2017","DT","P",28,"Davis Rock",281,"EFLE","Eunicea_flexuosa",0,NA,NA,NA,NA,"NPSDT","1PB",33,24.6871,-82.9072,24,41.226,-82,54.432
2017,"6/13/2017","DT","P",28,"Davis Rock",281,"ABIP","Antillogorgia_bipinnata",0,NA,NA,NA,NA,"NPSDT","1PB",33,24.6871,-82.9072,24,41.226,-82,54.432
2017,"6/13/2017","DT","P",28,"Davis Rock",281,"PPOR","Pseudoplexaura_porosa",0,NA,NA,NA,NA,"NPSDT","1PB",33,24.6871,-82.9072,24,41.226,-82,54.432
2017,"6/13/2017","DT","P",28,"Davis Rock",281,"TOCT","Total_Octocorals",0,NA,NA,NA,NA,"NPSDT","1PB",33,24.6871,-82.9072,24,41.226,-82,54.432
2017,"6/13/2017","DT","P",28,"Davis Rock",282,"GVEN","Gorgonia_ventalina",0,NA,NA,NA,NA,"NPSDT","1PB",29,24.6871,-82.9072,24,41.226,-82,54.432
2017,"6/13/2017","DT","P",28,"Davis Rock",282,"AAME","Antillogorgia_americana",0,NA,NA,NA,NA,"NPSDT","1PB",29,24.6871,-82.9072,24,41.226,-82,54.432
2017,"6/13/2017","DT","P",28,"Davis Rock",282,"EFLE","Eunicea_flexuosa",0,NA,NA,NA,NA,"NPSDT","1PB",29,24.6871,-82.9072,24,41.226,-82,54.432
2017,"6/13/2017","DT","P",28,"Davis Rock",282,"ABIP","Antillogorgia_bipinnata",0,NA,NA,NA,NA,"NPSDT","1PB",29,24.6871,-82.9072,24,41.226,-82,54.432
2017,"6/13/2017","DT","P",28,"Davis Rock",282,"PPOR","Pseudoplexaura_porosa",0,NA,NA,NA,NA,"NPSDT","1PB",29,24.6871,-82.9072,24,41.226,-82,54.432
2017,"6/13/2017","DT","P",28,"Davis Rock",282,"TOCT","Total_Octocorals",0,NA,NA,NA,NA,"NPSDT","1PB",29,24.6871,-82.9072,24,41.226,-82,54.432
2017,"6/13/2017","DT","P",28,"Davis Rock",283,"GVEN","Gorgonia_ventalina",0,NA,NA,NA,NA,"NPSDT","1PB",28,24.6871,-82.9072,24,41.226,-82,54.432
2017,"6/13/2017","DT","P",28,"Davis Rock",283,"AAME","Antillogorgia_americana",0,NA,NA,NA,NA,"NPSDT","1PB",28,24.6871,-82.9072,24,41.226,-82,54.432
2017,"6/13/2017","DT","P",28,"Davis Rock",283,"EFLE","Eunicea_flexuosa",0,NA,NA,NA,NA,"NPSDT","1PB",28,24.6871,-82.9072,24,41.226,-82,54.432
2017,"6/13/2017","DT","P",28,"Davis Rock",283,"ABIP","Antillogorgia_bipinnata",0,NA,NA,NA,NA,"NPSDT","1PB",28,24.6871,-82.9072,24,41.226,-82,54.432
2017,"6/13/2017","DT","P",28,"Davis Rock",283,"PPOR","Pseudoplexaura_porosa",0,NA,NA,NA,NA,"NPSDT","1PB",28,24.6871,-82.9072,24,41.226,-82,54.432
2017,"6/13/2017","DT","P",28,"Davis Rock",283,"TOCT","Total_Octocorals",0,NA,NA,NA,NA,"NPSDT","1PB",28,24.6871,-82.9072,24,41.226,-82,54.432
2017,"6/13/2017","DT","P",28,"Davis Rock",284,"GVEN","Gorgonia_ventalina",0,NA,NA,NA,NA,"NPSDT","1PB",30,24.6871,-82.9072,24,41.226,-82,54.432
2017,"6/13/2017","DT","P",28,"Davis Rock",284,"AAME","Antillogorgia_americana",0,NA,NA,NA,NA,"NPSDT","1PB",30,24.6871,-82.9072,24,41.226,-82,54.432
2017,"6/13/2017","DT","P",28,"Davis Rock",284,"EFLE","Eunicea_flexuosa",0,NA,NA,NA,NA,"NPSDT","1PB",30,24.6871,-82.9072,24,41.226,-82,54.432
2017,"6/13/2017","DT","P",28,"Davis Rock",284,"ABIP","Antillogorgia_bipinnata",0,NA,NA,NA,NA,"NPSDT","1PB",30,24.6871,-82.9072,24,41.226,-82,54.432
2017,"6/13/2017","DT","P",28,"Davis Rock",284,"PPOR","Pseudoplexaura_porosa",0,NA,NA,NA,NA,"NPSDT","1PB",30,24.6871,-82.9072,24,41.226,-82,54.432
2017,"6/13/2017","DT","P",28,"Davis Rock",284,"TOCT","Total_Octocorals",0,NA,NA,NA,NA,"NPSDT","1PB",30,24.6871,-82.9072,24,41.226,-82,54.432
2017,"6/13/2017","DT","P",29,"Texas Rock",291,"GVEN","Gorgonia_ventalina",0.1,2,NA,2,1,"NPSDT","1PC",34,24.6805,-82.8853,24,40.83,-82,53.118
2017,"6/13/2017","DT","P",29,"Texas Rock",291,"AAME","Antillogorgia_americana",0,NA,NA,NA,NA,"NPSDT","1PC",34,24.6805,-82.8853,24,40.83,-82,53.118
